user_name,Twitter Account Duration(till 26/1/2020),Avg. Tweet Rate(per Month),Avg. Retweet Rate(per Month),Avg. Reply Rate(per Month),Total Normal Tweets,Total Retweets,Total Replies,Total Quotes,Avg. Fav Count(per Month),Avg. Retweeted Count(per Month),Avg. Quote Count(per Month)
21LVA,246613260.0,6.779,2.883,4.548,644,173,191,24,34280.139,6193.149,1.412
3gerardpique,288182357.0,18.048,5.029,3.689,2238,513,225,287,96785.72,57446.632,4.348
79SemiFinalist,324022753.0,36.0,136.0,232.625,288,1088,1861,288,10135.375,1107817.25,36.0
7polly7,280597122.0,9.57,2.541,4.2,1024,188,336,76,1360.496,862.982,2.235
AADaddario,322703815.0,15.752,3.46,5.226,2158,391,554,211,23439.234,31561.613,3.638
AaronFinch5,304030564.0,19.164,4.763,4.351,2338,543,322,375,6626.754,1697.68,5.769
abbiemann1982,341808898.0,23.042,30.125,82.083,553,723,1970,282,702.48,22499.24,12.261
Abby_Lee_Miller,266284200.0,45.288,7.725,5.391,2672,309,248,167,7363.661,599.847,4.771
ABdeVilliers17,307068555.0,16.211,6.683,8.755,1767,548,858,40,46881.427,6199.5,1.739
acedtect,411807577.0,79.273,20.545,195.636,872,226,2152,113,2980.727,10444.182,10.273
Adamprice,347615645.0,52.111,50.074,17.222,1407,1352,465,402,17919.852,6927.333,14.889
adept_education,302618664.0,19.417,9.276,7.393,1864,705,621,159,14.367,5342.163,3.245
AdrienneTacke,193809798.0,24.538,8.519,43.556,957,230,1568,513,520.171,12633.268,14.25
AdvDali_Mpofu,202062844.0,24.171,66.543,1.0,846,2329,5,666,20290.229,51371.486,19.588
AdviceToWriters,335772619.0,464.286,0.0,0.0,3250,0,0,0,35962.0,7207.571,0.0
AfroFrias,308470930.0,136.5,561.75,75.75,546,2247,303,1017,1083.25,4922859.0,254.25
aftgomes,171530398.0,11.85,3.255,5.242,948,153,325,96,24345.037,3764.225,2.233
aguerosergiokun,307272548.0,22.01,6.81,8.5,2311,538,357,198,109237.695,23919.867,3.96
AhirShah,308499258.0,22.065,30.302,20.25,1015,1303,891,452,8482.277,189104.383,11.895
AidanSevers,147021340.0,107.333,68.5,365.167,644,411,2191,230,2953.167,21803.667,38.333
Alanis,353287404.0,11.845,3.415,3.357,1753,140,94,39,4812.311,1511.757,1.857
alanpeat,308143291.0,23.205,60.478,49.4,1021,1391,741,149,64.523,4450.341,8.278
alanwilkins22,230047975.0,15.5,48.906,36.188,496,1565,1158,362,15037.062,116711.75,11.312
AlexHales1,246170952.0,9.965,3.782,37.846,568,208,2460,66,4505.292,2567.708,2.062
alexia,349984385.0,21.0,9.8,39.75,84,49,159,32,1562.0,8716.4,8.0
alexisgallagher,403620626.0,40.769,7.833,201.923,530,94,2625,419,1019.462,19365.538,32.231
alizecornet,330952472.0,22.398,7.602,7.267,1971,631,625,161,4775.079,9366.775,2.597
alo_oficial,249546263.0,32.941,23.84,7.12,1680,1192,356,308,124866.49,25625.431,6.039
Amed_Rosario,130500546.0,31.674,19.025,6.514,1362,761,228,823,2780.152,1023.478,32.92
amweston,345363755.0,25.036,6.13,11.812,2103,282,815,60,24.048,3148.19,3.158
AnastaciaMusic,290174185.0,46.453,13.565,3.0,2462,624,81,1364,7877.63,89516.37,27.837
andrealeadsom,338351478.0,65.611,111.167,3.5,1181,2001,56,812,10245.333,60497.167,45.111
AndrewScheer,281560049.0,117.208,12.545,11.286,2813,276,158,456,52599.333,17318.875,22.8
AndrewYNg,289945249.0,10.737,2.094,2.635,1063,134,166,51,6346.255,8145.069,1.759
andy_matuschak,383617020.0,14.5,4.571,112.24,348,96,2806,199,2643.28,1054.08,7.96
andy_murray,374751424.0,16.283,3.857,15.933,1726,216,956,29,16136.101,16362.532,1.812
AngelaBarnes,302709050.0,55.818,38.545,201.0,614,424,2211,316,16034.636,220231.636,28.727
AngeliqueKerber,251784595.0,9.651,8.485,2.842,1052,857,162,51,8323.136,1962.673,1.645
anildash,414945885.0,53.5,321.75,433.75,214,1287,1735,586,15500.5,600993.5,146.5
AnnapurnaLiving,175164347.0,32.85,3.417,1.545,1314,82,17,44,160.732,48.0,2.933
Anna_Soubry,270639198.0,90.214,94.571,47.071,1263,1324,659,880,109622.143,154388.071,62.857
anton_chuvakin,378709799.0,17.611,68.778,93.667,317,1238,1686,154,565.111,50369.333,8.556
ArianaGrande,339541409.0,69.0,10.619,43.24,1932,223,1081,1063,7008983.464,846356.179,37.964
ariannahuff,344367259.0,128.5,63.75,11.267,2056,1020,169,233,21100.875,188763.312,14.562
ArleneFosterUK,278289705.0,27.446,29.304,2.217,1537,1641,51,467,6929.982,8694.232,8.648
asymco,314938632.0,71.5,189.333,280.0,429,1136,1680,271,3800.167,53574.0,45.167
Author_DDB,248493299.0,5.197,10.844,3.038,395,488,161,42,32.44,6532.619,2.0
AvrilLavigne,327115020.0,19.381,8.939,5.345,2035,733,294,143,94332.895,48990.867,3.405
AzharAli_,184597641.0,11.893,6.514,9.938,892,469,636,348,28419.354,4447.734,6.824
AzharMahmood11,307692084.0,19.851,9.94,9.696,1727,825,669,506,8897.42,1730.125,7.906
balletboy09,322906984.0,28.098,13.805,38.15,1152,566,1526,841,793.244,9322.22,20.512
balletrusse,348875707.0,24.966,5.738,8.254,2222,482,487,20,490.537,306.4,1.25
BarackObama,406864295.0,36.368,6.436,4.226,2764,354,131,123,2443208.169,473704.987,2.562
baratunde,406676774.0,76.471,84.118,28.294,1300,1430,481,866,17067.118,371634.176,50.941
Barnaby_Joyce,313621553.0,18.245,5.892,10.646,1934,383,873,35,570.651,1064.453,1.842
BBCRoryCJ,316577709.0,20.05,3.489,8.51,2025,321,851,37,187.991,1328.955,1.321
bchesky,378237908.0,6.947,9.901,21.737,660,901,1652,93,5268.231,16764.519,2.385
beccadax,358551553.0,11.24,84.44,31.96,281,2111,799,678,195.44,541419.92,27.12
BeckyFrancis7,260438770.0,8.422,48.125,11.167,379,2310,536,350,248.208,2277.542,7.447
BelindaBencic,177397309.0,11.61,6.519,3.939,894,352,130,366,6987.078,4608.545,5.719
BenBajarin,370774019.0,46.833,25.0,63.333,1124,600,1520,640,1311.25,13849.583,26.667
benshapiro,351155978.0,131.5,638.25,41.5,526,2553,166,1183,1248290.5,636257.0,295.75
benstokes38,282878220.0,17.229,5.634,9.537,1878,524,763,375,26404.202,4576.028,5.597
BernieSanders,289980368.0,138.167,33.647,12.6,2487,572,189,503,4856097.0,869995.056,29.588
betchaboy,408150441.0,37.0,10.933,53.781,1184,328,1721,119,427.281,30959.594,4.103
bgurley,402991365.0,25.758,22.788,49.636,850,752,1638,741,8114.364,7355.515,22.455
BILLBELLAMY,341432296.0,54.629,33.657,4.265,1912,1178,145,404,770.257,179929.2,12.242
BillClinton,214783940.0,9.283,2.016,2.341,919,127,103,170,124358.919,29911.071,2.615
BillGates,334127750.0,24.638,2.386,2.961,2858,198,151,163,103858.319,33333.75,2.86
Bill_Gross,334871106.0,29.338,3.826,12.189,2259,88,902,331,7795.936,3708.397,7.881
blakelively,173758659.0,3.6,1.333,2.5,72,8,20,14,102950.375,17821.375,2.333
BobBlackman,233125269.0,34.286,105.682,8.81,720,2325,185,356,6652.773,47861.864,16.952
BobbyJindal,354579885.0,34.621,5.161,2.571,3012,160,72,163,2479.609,1677.31,3.468
BorisJohnson,152077451.0,56.308,23.605,5.2,2196,897,156,173,423498.051,88059.308,4.676
bradlarson,369815689.0,10.628,9.6,13.438,999,912,1290,157,91.375,1197.99,2.804
BrettLee_58,259083920.0,22.877,19.863,4.35,1670,1450,87,995,23718.192,6506.562,14.014
brholland,357473383.0,49.133,61.529,87.938,737,1046,1407,364,182.529,115359.588,22.75
briankrebs,343814541.0,29.452,8.071,39.786,1237,339,1671,271,7134.023,18547.837,6.61
brianlightman,338321857.0,27.786,163.643,38.5,389,2291,539,796,232.143,84444.714,56.857
BRIANMBENDIS,357963920.0,94.182,139.273,60.364,1036,1532,664,593,10235.727,283462.273,53.909
brielarson,145603635.0,14.18,36.265,13.479,709,1777,647,668,341882.039,381801.098,14.522
britneyspears,357880345.0,24.889,5.661,16.245,2016,351,796,113,210556.446,60879.916,4.036
brooke,393576476.0,99.0,21.308,129.538,1287,277,1684,536,5013.154,102643.615,41.231
BrunoMars,317904776.0,21.857,4.646,5.055,2448,381,369,530,229421.393,86662.491,8.833
bryankramer,357429753.0,47.353,19.0,29.206,1610,646,993,107,294.618,458.735,4.28
BryceDHoward,131542229.0,26.09,5.592,7.091,1748,274,312,438,28209.104,10379.537,9.319
bsaeta,336671460.0,3.098,11.797,1.875,158,814,45,211,50.421,28658.329,3.517
CandiceBergenMP,231913797.0,19.0,47.83,3.31,874,2248,96,962,6215.319,15424.404,20.468
carlyraejepsen,342722949.0,24.609,9.12,5.583,2264,684,201,80,34561.874,25736.516,2.667
CaroGarcia,221924535.0,12.917,11.013,3.132,1240,859,119,192,4432.828,3082.717,3.765
CarolCampbell4,274307289.0,65.556,200.667,94.444,590,1806,850,888,7075.222,233427.111,98.667
carolinebreyley,345352402.0,8.219,63.406,29.719,263,2029,951,474,88.281,2479.156,15.29
CaroWozniacki,320211894.0,21.575,5.095,7.635,2287,428,481,88,26128.387,5527.981,2.514
Catriona_O,326264732.0,14.92,5.104,24.75,1119,342,1782,426,64.507,323.213,6.0
cdixon,404979120.0,21.158,16.864,19.468,1206,1113,915,120,2662.897,19444.485,3.429
celinedion,315970456.0,22.404,6.8,2.476,2106,306,52,179,25487.351,6577.383,3.255
chandlerc1024,258352708.0,8.898,13.059,42.88,436,666,2144,463,577.5,47435.596,9.078
channingtatum,399514177.0,13.603,16.651,3.468,1578,1432,163,26,27422.466,61859.992,1.444
CharlesSoule,346728322.0,45.0,22.786,164.214,630,319,2299,321,14489.714,3285.071,22.929
ChelsDingman,177761257.0,27.273,199.0,64.818,300,2189,713,267,2174.909,33790.636,24.273
ChevyChaseToGo,191488361.0,2.956,1.0,0.0,133,6,0,5,2293.067,586.222,1.25
chrisbrown,312344446.0,34.937,5.677,1.5,2760,369,27,44,296272.0,87319.488,2.444
ChrisPirillo,409118334.0,131.375,137.5,135.25,1051,1100,1082,381,2135.0,493867.375,47.625
chriswoakes,281834396.0,11.463,5.462,7.337,1387,639,763,136,1822.328,3345.176,2.429
ChuckGrassley,383906578.0,83.684,1.111,2.0,3180,10,56,5,110794.605,28377.395,1.0
chuckwoolery,253614559.0,395.857,49.286,17.0,2771,345,119,199,386342.286,177716.0,28.429
cilic_marin,193245757.0,5.477,4.18,5.32,471,255,399,52,2666.385,635.549,1.677
citizencurran,340906939.0,57.5,47.562,97.5,920,761,1560,687,1574.562,158570.062,42.938
ClareBaileyGPNI,328581754.0,8.0,24.083,8.947,152,578,170,155,377.083,11750.542,8.158
clattner_llvm,178192373.0,3.767,6.298,4.958,275,529,357,168,793.306,981.259,2.625
CliveEfford,261047268.0,21.295,27.311,5.073,1299,1666,279,881,386.787,20389.443,14.443
ClooneysOpenHse,271798885.0,42.485,4.636,4.727,2889,153,156,50,158.145,11905.043,4.167
CodeBoom,255683889.0,32.556,3.6,82.107,879,72,2299,192,392.857,1316.0,7.111
coldzera,142729872.0,20.177,5.925,28.017,1251,314,1653,87,39208.935,1743.694,3.346
ColinJost,298263129.0,16.286,6.632,12.044,1596,378,819,98,2908.21,819.85,3.267
ConanOBrien,313472564.0,35.652,1.48,2.0,3173,37,40,17,310927.236,41075.034,1.308
cosminnegruseri,343084140.0,3.596,8.762,7.807,205,552,445,103,44.884,10031.681,2.289
counternotions,347555572.0,192.9,2.286,130.5,1929,16,1305,204,1516.9,479.5,20.4
courosa,409728597.0,146.556,79.889,134.222,1319,719,1208,484,9872.778,184758.0,53.778
coyleneil,282999593.0,131.286,67.857,33.0,1838,950,462,1381,9754.786,42874.0,98.643
CP3,333221678.0,20.896,6.032,3.706,2403,573,189,264,50472.157,19344.043,4.4
cracksh0t,393760704.0,52.714,46.857,356.714,369,328,2497,70,6142.0,625494.571,10.0
craiu,387981742.0,10.489,39.085,20.283,472,1837,933,364,991.468,9769.043,7.913
Cumberbitches,298177395.0,21.706,12.457,15.412,1476,872,786,20,904.817,21214.524,2.222
cyclingkev,295761260.0,55.077,145.071,36.692,716,2031,477,513,11533.214,63813.786,36.643
c_cadar,155192883.0,2.422,2.667,1.878,155,168,77,77,40.883,556.052,1.791
C_Hendrick,332254360.0,62.5,72.545,165.727,625,798,1823,414,6675.0,153742.364,37.636
daisychristo,289009472.0,21.821,69.214,23.483,611,1938,681,780,1577.69,1724.655,28.889
DaleSteyn62,300376255.0,19.3,9.667,8.643,1737,725,726,342,28615.733,20573.344,5.516
damienmartyn,315944401.0,57.222,61.706,64.889,1030,1049,1168,645,2573.556,59786.722,35.833
danacarvey,341979778.0,7.929,1.583,5.409,555,19,119,2,1648.347,551.792,1.0
danalevinpoet,193475265.0,57.0,75.636,162.636,627,832,1789,359,3775.727,58813.364,32.636
Danez_Smif,340646553.0,145.5,136.333,254.167,873,818,1525,494,44391.833,572174.167,82.333
dangoodin001,374450899.0,25.078,6.128,32.98,1279,288,1682,762,859.365,4980.538,14.941
DanielMiessler,405665142.0,41.087,34.136,67.261,945,751,1547,186,2496.826,135467.13,8.455
danielricciardo,290525036.0,15.12,4.06,6.0,1633,406,438,125,28507.564,6827.2,2.5
danprimack,358832715.0,204.556,87.444,68.667,1841,787,618,389,20909.889,106649.556,43.222
dan_aykroyd,281077456.0,5.674,2.167,1.8,505,26,27,7,1093.12,607.207,1.0
darren_lehmann,290380096.0,29.646,28.833,10.047,1423,1384,432,976,3915.367,42889.469,21.217
DavidDavisMP,169829301.0,17.541,2.605,6.75,1070,99,270,107,10881.557,3949.082,2.892
DavidEvennett,353635979.0,16.653,7.305,4.259,1249,431,115,33,114.987,4192.618,1.435
DavidHussey29,258667858.0,11.226,7.309,5.237,1291,804,508,254,1338.733,695.25,4.097
davidkarp,407546451.0,1.0,1.5,1.5,6,6,3,0,484.8,162.3,0.0
DavidLuiz_4,268040528.0,19.423,5.298,2.04,2020,302,51,20,23994.302,11757.594,1.429
davidmackkabuki,321043376.0,76.538,95.308,76.538,995,1239,995,1096,6105.462,49218.385,84.308
DavidMillerSA12,284719090.0,18.621,7.595,14.603,1620,600,993,39,6876.352,3668.912,2.6
DavidSpade,343891357.0,25.65,14.346,1.154,2052,1119,15,708,37625.488,5227.637,11.238
davidwarner31,310071772.0,36.542,19.14,3.05,2156,957,122,698,64353.574,30939.984,14.542
DavidWenhamFans,252408402.0,7.341,25.966,2.56,624,2311,128,122,17.089,345.011,2.259
David_Cameron,317018185.0,25.563,3.286,1.526,2633,138,29,72,11296.864,7981.184,1.8
Deardarkness,334014948.0,10.722,73.194,3.36,386,2635,84,771,1128.472,483632.611,21.417
deepakobhrai,278537767.0,17.718,6.0,4.557,1825,282,360,412,109.075,1354.598,12.875
delbius,355191555.0,5.699,2.69,26.333,473,191,2528,68,220.64,32847.58,2.061
delpotrojuan,307149463.0,7.008,1.2,1.353,883,24,46,40,36373.055,7967.126,1.481
dens,427867634.0,68.923,65.462,115.154,896,851,1497,672,3451.385,473013.385,51.692
DevinNunes,333064526.0,14.368,11.223,2.175,1796,1156,87,408,48591.575,24306.126,9.488
DevonESawa,337923886.0,294.833,37.0,209.667,1769,222,1258,653,177441.667,298395.333,108.833
DGoughie,336657614.0,17.382,8.714,67.114,591,305,2349,116,2591.6,4156.257,3.742
dhh,370669235.0,96.75,89.0,308.167,774,623,1849,481,38043.0,231861.875,68.714
DianaRoss,187159098.0,8.224,1.438,3.25,551,23,13,11,12752.239,2338.09,1.571
DiegoForlan7,309444216.0,10.081,3.918,4.062,1361,286,130,11,8273.911,3381.667,1.0
DJBravo47,296535687.0,11.092,8.8,12.125,843,308,388,80,6639.09,1640.013,3.636
DjokerNole,280894538.0,19.78,5.234,5.845,2334,403,491,416,78637.0,15631.076,6.029
DMBravo46,329471556.0,18.493,2.667,7.217,1239,112,332,4,76.1,733.714,1.0
Doctob,328873069.0,6.5,1.0,118.808,156,5,3089,7,1413.923,174.923,1.167
DonnaVekic,249988488.0,15.009,6.375,7.408,1651,612,726,173,2290.071,6055.858,3.204
doriannelaux,331088854.0,7.16,10.049,7.078,895,1025,637,67,29.333,7027.23,1.523
DrLupo,133223139.0,113.182,13.182,168.818,1245,145,1857,84,361257.909,79209.455,7.636
DrPhillipLee,270284809.0,18.613,10.149,8.182,1731,883,630,628,5084.097,11377.108,9.235
dylanwiliam,348064292.0,20.72,17.28,91.96,518,432,2299,106,2181.2,3388.28,4.609
ECavaniOfficial,273053316.0,18.239,1.629,3.375,2061,57,27,15,51223.322,6580.278,2.5
edbott,379721547.0,277.75,201.0,333.0,1111,804,1332,1338,9353.0,312231.0,334.5
edsouthall,258144539.0,55.667,59.333,154.833,668,712,1858,288,3391.667,128964.0,24.0
EliGE,237504205.0,25.902,11.925,41.659,1062,477,1708,148,41709.122,42433.732,3.7
ElinaSvitolina,275058318.0,11.65,9.43,2.419,1200,877,179,188,7241.99,11446.981,3.418
Eloisa_Amezcua,197864521.0,47.684,37.421,84.053,906,711,1597,355,4790.0,206585.842,18.684
elonmusk,336023251.0,7.0,2.0,31.0,7,2,31,1,2101417.0,194208.0,1.0
emilychangtv,327070437.0,29.935,14.968,8.5,1856,928,459,485,1770.375,13266.688,8.362
EmmaWatson,300851603.0,8.193,7.17,5.327,934,631,277,53,138322.317,64409.817,1.71
Enghumbhini,249673546.0,100.667,500.333,475.333,302,1501,1426,243,10696.333,6869.0,81.0
Eoin16,296134425.0,10.669,6.609,5.37,1323,760,537,255,4646.438,7095.352,4.811
EricJDickey,342009865.0,79.125,34.938,85.438,1266,559,1367,116,2197.438,342625.5,7.733
eric_sink,310629406.0,9.069,4.597,19.505,916,285,2048,57,98.771,366.781,1.629
erinbelieu,231824896.0,48.5,236.625,119.625,388,1893,957,704,1270.5,821852.0,88.0
EvaMend3s,270319548.0,30.05,4.571,0.0,601,32,0,0,8.9,67.8,0.0
EvangelineLilly,221105133.0,27.86,6.614,25.686,1588,291,1310,60,17106.0,23207.614,2.222
EvelynRusli,363687840.0,9.365,2.778,30.863,693,50,2469,75,250.952,239.855,1.829
EVesnina001,296872001.0,18.379,16.151,14.855,1066,1179,921,12,2004.689,14193.649,1.091
ExMayorMark,381833996.0,96.889,16.852,6.88,2616,455,172,704,1877.741,7528.074,27.077
faf1307,308220109.0,12.06,6.689,13.576,1411,602,1154,101,9468.533,1730.942,2.244
FalleNCS,314229503.0,40.583,19.292,75.417,974,463,1810,250,278170.292,10285.375,11.364
fannychoir,275447320.0,35.571,48.679,27.857,996,1363,780,765,28651.0,329872.464,27.321
fatbellybella,350165020.0,33.772,19.231,9.417,1925,750,452,1171,78081.351,29195.719,23.898
fchollet,328776635.0,67.176,39.941,83.824,1142,679,1425,373,34599.471,190248.294,21.941
fer,147912769.0,26.438,11.188,61.667,846,358,2035,94,152998.667,16972.03,3.615
fhuszar,255958095.0,23.038,7.038,91.37,599,183,2467,387,2137.148,10409.333,14.885
finolahughes,334604007.0,29.043,20.114,23.881,1336,885,1003,151,8877.891,17995.739,4.871
flintoff11,294303369.0,34.18,17.759,2.27,2085,1030,84,1087,12469.148,4706.934,18.741
funnyindian,407271496.0,16.792,4.436,11.278,1780,417,1015,52,81.33,4741.368,1.733
f_francavilla,329097031.0,144.143,79.286,240.714,1009,555,1685,187,31242.714,213831.286,26.714
G2kennyS,223381671.0,19.175,8.2,53.85,767,328,2154,158,36604.625,3948.65,4.051
G2NiKo,144325123.0,23.528,7.627,30.075,1247,389,1594,74,52400.352,3213.407,1.682
GabbyGiffords,336028617.0,23.377,35.667,6.188,1239,1712,297,617,82975.34,103566.019,12.34
gaberivera,406748169.0,22.205,1.692,59.974,866,44,2339,361,1752.846,1116.641,9.256
GalGadot,339391482.0,14.352,2.641,3.533,1550,103,159,152,157537.88,25856.787,4.222
GarbiMuguruza,312528081.0,18.557,5.432,2.957,2134,516,272,78,20540.569,10115.793,1.857
garricn,158086182.0,24.19,35.27,22.366,1016,1305,917,596,85.068,24680.136,17.029
gazneedle,344877209.0,11.652,31.583,92.208,268,758,2213,196,502.375,35255.375,9.8
gcluley,380643282.0,119.625,21.312,62.188,1914,341,995,169,3330.938,113144.062,10.562
gdb,301897311.0,8.529,4.614,20.253,870,323,2005,356,1121.82,749.568,6.846
GelosSnake,329219508.0,24.111,26.528,39.417,868,955,1419,264,468.611,22128.306,7.333
GenesiaR,306991081.0,4.58,25.131,9.916,229,2111,823,53,22.674,2126.18,1.828
geoff_deweaver,367128641.0,92.2,510.8,35.0,461,2554,175,330,270.4,852582.6,66.0
gianluigibuffon,240508684.0,16.556,26.274,2.591,1490,1629,57,42,34789.802,10760.703,1.312
glennmcgrath11,278983102.0,15.0,13.127,13.415,1530,932,711,33,1198.712,556.375,1.941
Gmaxi_32,279047790.0,16.266,8.009,6.456,1773,857,510,279,10519.821,3583.848,4.429
goodman_ang,197101764.0,14.055,12.0,30.4,773,648,1672,115,136.464,8483.143,3.108
GOPChairwoman,187077272.0,174.818,95.727,10.9,1923,1053,109,676,753171.545,462094.727,61.455
