User ID,user_name,Twitter Account Duration(till 26/1/2020),Avg. Tweet Rate(per Month),Avg. Retweet Rate(per Month),Avg. Reply Rate(per Month),Avg. Fav Count(per Month),Avg. Retweeted Count(per Month),Avg. Quote Count(per Month),k-shell value
153264772,AaronFinch5,304030564.0,19.164,4.763,4.351,6626.754,1697.68,5.769,0.0
168606635,DaleSteyn62,300376255.0,19.3,9.667,8.643,28615.733,20573.344,5.516,0.0
271690376,glennmcgrath11,278983102.0,15.0,13.127,13.415,1198.712,556.375,1.941,0.0
273557471,root66,278659702.0,10.085,7.01,13.281,7737.924,1196.336,2.574,0.0
45025729,Swannyg66,335753086.0,26.206,13.984,11.897,8523.703,25208.844,15.413,0.0
45452226,henrygayle,335578633.0,34.221,13.18,1.731,39455.147,4734.015,10.19,0.0
92424604,MClarke23,320881900.0,32.554,5.872,6.075,22076.738,2754.369,16.597,0.0
171117515,KP24,299836388.0,80.25,18.2,105.625,296734.188,35389.688,12.625,0.0
84542880,GraemeSmith49,323708597.0,16.28,6.683,6.118,5635.738,12276.238,7.203,0.0
350334760,MahelaJay,267263349.0,27.775,10.423,3.538,14971.175,6244.125,16.861,0.0
409089061,BrettLee_58,259083920.0,22.877,19.863,4.35,23718.192,6506.562,14.014,0.0
87118217,ShaneWarne,322769604.0,53.525,2.103,1.625,52987.034,3916.0,21.068,0.0
256781040,HaydosTweets,281483724.0,12.181,10.387,9.465,3217.385,2394.624,5.969,0.0
263800151,josbuttler,280211670.0,11.631,5.614,15.032,11076.533,6188.543,3.809,0.0
32453930,TigerWoods,340013508.0,8.881,2.56,1.083,47373.68,8242.43,1.761,0.0
42610327,DGoughie,336657614.0,17.382,8.714,67.114,2591.6,4156.257,3.742,0.0
97893963,MichaelVaughan,318769202.0,105.12,27.773,1.167,270682.88,40885.68,41.625,0.0
139876086,ABdeVilliers17,307068555.0,16.211,6.683,8.755,46881.427,6199.5,1.739,0.0
196235064,flintoff11,294303369.0,34.18,17.759,2.27,12469.148,4706.934,18.741,0.0
215138502,darren_lehmann,290380096.0,29.646,28.833,10.047,3915.367,42889.469,21.217,0.0
350224247,KumarSanga2,267277622.0,10.178,8.072,17.485,14674.39,3267.712,2.94,0.0
204002663,StuartBroad8,292658103.0,24.592,11.49,29.58,41930.18,6380.3,11.796,0.0
248883264,benstokes38,282878220.0,17.229,5.634,9.537,26404.202,4576.028,5.597,0.0
127765218,davidwarner31,310071772.0,36.542,19.14,3.05,64353.574,30939.984,14.542,0.0
271292659,Gmaxi_32,279047790.0,16.266,8.009,6.456,10519.821,3583.848,4.429,0.2
343512172,JasonRoy20,268207835.0,19.413,4.52,8.651,6743.934,12507.575,2.65,0.2
45022448,jimmy9,335753858.0,8.434,5.523,14.626,6522.6,2173.426,2.883,0.2
135180139,faf1307,308220109.0,12.06,6.689,13.576,9468.533,1730.942,2.244,0.2
185902260,stevesmith49,296600582.0,13.252,2.455,8.688,10081.302,910.24,2.042,0.2
187890010,Eoin16,296134425.0,10.669,6.609,5.37,4646.438,7095.352,4.811,0.2
210792232,wasimakramlive,291382904.0,8.516,2.5,3.196,30862.429,4012.484,2.469,0.2
219247004,Uz_Khawaja,289403679.0,14.102,2.75,14.375,2189.587,1266.22,1.867,0.4
317708215,JamesFaulkner44,271862235.0,15.331,6.889,14.8,992.294,1469.933,3.509,0.4
1337785291,rogerfederer,214536372.0,14.247,4.84,8.327,191693.263,41294.411,7.684,0.6000000000000001
228299509,tdpaine36,287246238.0,4.558,11.575,14.009,243.319,1101.062,2.377,0.6000000000000001
547922610,AlexHales1,246170952.0,9.965,3.782,37.846,4505.292,2567.708,2.062,1.0
412781038,DavidHussey29,258667858.0,11.226,7.309,5.237,1338.733,695.25,4.097,1.2
242567007,RossLTaylor,284074243.0,9.222,9.024,21.141,2412.288,874.231,1.692,1.4
254783152,chriswoakes,281834396.0,11.463,5.462,7.337,1822.328,3345.176,2.429,1.4
285332860,WayneRooney,276653568.0,13.579,7.204,7.367,83061.837,38895.252,3.158,1.4
842089302,Mitch_Savage,231575256.0,20.237,3.163,31.95,21116.4,5716.4,6.357,2.0
873334429,alanwilkins22,230047975.0,15.5,48.906,36.188,15037.062,116711.75,11.312,2.0
27042513,RealHughJackman,341824490.0,30.36,2.739,6.305,296533.483,36863.371,3.093,3.0
813286,BarackObama,406864295.0,36.368,6.436,4.226,2443208.169,473704.987,2.562,4.0
44196397,elonmusk,336023251.0,7.0,2.0,31.0,2101417.0,194208.0,1.0,4.0
50393960,BillGates,334127750.0,24.638,2.386,2.961,103858.319,33333.75,2.86,4.0
20571756,satyanadella,345669266.0,8.082,5.578,1.889,8389.293,3697.434,3.657,4.0
15469101,EvelynRusli,363687840.0,9.365,2.778,30.863,250.952,239.855,1.829,4.2
23083404,KingJames,343640047.0,29.986,10.507,5.467,1277799.795,285418.247,18.431,4.2
2384071,timoreilly,405038755.0,28.8,44.029,19.743,1734.4,83322.886,20.971,4.2
241654941,Martyguptill,284268987.0,11.5,14.3,14.08,1343.394,418.279,1.52,4.2
261598082,7polly7,280597122.0,9.57,2.541,4.2,1360.496,862.982,2.235,4.2
26565946,jtimberlake,341988550.0,19.175,8.24,8.261,113754.495,48709.076,6.273,4.2
652193,mgsiegler,410988751.0,82.455,99.455,113.0,6065.091,559835.545,45.273,4.2
74130577,emilychangtv,327070437.0,29.935,14.968,8.5,1770.375,13266.688,8.362,4.2
12901712,bchesky,378237908.0,6.947,9.901,21.737,5268.231,16764.519,2.385,4.2
15828408,SusanWojcicki,361420549.0,12.33,3.6,2.39,5747.446,13909.01,5.562,4.2
16246929,danprimack,358832715.0,204.556,87.444,68.667,20909.889,106649.556,43.222,4.2
5252591,bgurley,402991365.0,25.758,22.788,49.636,8114.364,7355.515,22.455,4.2
817288,gaberivera,406748169.0,22.205,1.692,59.974,1752.846,1116.641,9.256,4.2
10078,reidhoffman,418464969.0,13.458,24.012,3.237,1260.429,47824.631,6.5,4.2
5763262,karaswisher,401722058.0,177.25,233.0,401.75,80232.5,299774.0,108.25,4.2
586,sacca,427215251.0,31.125,159.0,215.0,46378.125,1399774.25,64.125,4.2
14130366,sundarpichai,374695687.0,5.702,4.893,2.724,18613.856,8414.082,3.203,4.2
2529971,cdixon,404979120.0,21.158,16.864,19.468,2662.897,19444.485,3.429,4.2
20263710,rabois,346048045.0,36.818,3.125,256.364,12970.091,924.182,26.636,4.2
20348377,jeffweiner,345934644.0,29.588,3.397,5.825,1588.322,1720.467,1.353,4.2
47539748,Bill_Gross,334871106.0,29.338,3.826,12.189,7795.936,3708.397,7.881,4.2
14123683,andy_murray,374751424.0,16.283,3.857,15.933,16136.101,16362.532,1.812,4.4
19040598,MikeIsaac,347940911.0,62.875,44.625,297.875,53657.125,148353.75,24.875,4.4
21447363,katyperry,344823244.0,60.8,3.923,4.682,706743.26,137496.76,8.479,4.4
240664869,HKane,284467935.0,12.873,4.78,5.816,111061.889,13864.571,2.981,4.4
259925559,DjokerNole,280894538.0,19.78,5.234,5.845,78637.0,15631.076,6.029,4.4
36823,anildash,414945885.0,53.5,321.75,433.75,15500.5,600993.5,146.5,4.4
3980884039,SteelyDan66,134474051.0,16.623,2.579,9.197,7406.217,1005.913,4.047,4.4
79293791,rihanna,325477347.0,26.939,3.591,5.75,807545.35,215101.3,2.12,4.4
133880286,LeoDiCaprio,308541347.0,8.298,11.193,1.333,49110.22,24444.235,3.259,5.0
344634424,RafaelNadal,268060558.0,21.559,3.037,4.782,69951.449,19842.373,2.981,5.0
15846407,TheEllenShow,361310958.0,116.375,2.85,18.136,846910.375,143332.042,6.286,5.2
26589987,serenawilliams,341981967.0,24.99,3.529,6.899,80050.567,16475.67,3.484,5.2
115485051,ConanOBrien,313472564.0,35.652,1.48,2.0,310927.236,41075.034,1.308,5.4
1339835893,HillaryClinton,214466125.0,35.857,13.529,10.898,1851785.732,434464.607,11.455,5.4
27260086,justinbieber,341738318.0,26.913,17.18,7.711,2161608.797,1075719.159,6.44,5.4
21982720,ariannahuff,344367259.0,128.5,63.75,11.267,21100.875,188763.312,14.562,5.6
250831586,TheRock,282534350.0,57.879,23.0,18.03,456893.758,51022.606,37.312,5.6
11113,mat,417757584.0,86.444,200.889,72.222,3662.778,293684.222,51.111,5.8
1330457336,BillClinton,214783940.0,9.283,2.016,2.341,124358.919,29911.071,2.615,5.8
14230524,ladygaga,373425732.0,27.377,8.514,6.726,967110.727,245372.831,6.367,5.8
166739404,EmmaWatson,300851603.0,8.193,7.17,5.327,138322.317,64409.817,1.71,5.8
65375759,zeynep,329822858.0,34.6,75.2,540.2,95209.0,56241.4,120.2,5.8
3496641,reckless,404242025.0,97.556,34.667,195.222,39001.111,46058.444,37.222,5.8
1769191,mims,405500321.0,26.0,2.529,96.5,475.529,934.647,8.0,6.0
216776631,BernieSanders,289980368.0,138.167,33.647,12.6,4856097.0,869995.056,29.588,6.0
23289019,moskov,343497366.0,8.056,19.057,63.5,1739.194,92958.417,8.765,6.0
2893511188,VancityReynolds,162978453.0,13.875,3.561,21.5,785371.537,147040.038,6.015,6.0
47285504,MarkRuffalo,334945373.0,95.5,286.0,22.0,769439.0,1737041.75,108.0,6.0
22084427,robdelaney,344302840.0,84.0,131.444,143.111,328490.667,535394.889,56.556,6.0
443215941,Sethrogen,255487328.0,16.312,7.778,78.625,1105580.156,178195.812,6.844,6.0
52551600,JimCarrey,333594076.0,17.176,11.5,31.162,162788.194,34366.389,1.909,6.0
110520327,asymco,314938632.0,71.5,189.333,280.0,3800.167,53574.0,45.167,6.2
124335068,markwahlberg,311031725.0,9.955,2.07,3.0,22585.735,3440.059,2.439,6.2
255747911,TheElliotPage,281663734.0,11.349,58.977,3.935,81726.152,214765.043,19.318,6.2
288333760,MariaSharapova,276157997.0,24.067,10.118,3.897,59153.809,14200.371,10.657,6.2
4607065693,waqyounis99,129431451.0,10.806,4.128,5.28,30638.468,4226.323,2.5,6.2
23151437,KevinHart4real,343605449.0,79.312,22.483,1.538,192406.594,24150.062,24.344,7.0
100220864,BrunoMars,317904776.0,21.857,4.646,5.055,229421.393,86662.491,8.833,7.2
241382835,prattprattpratt,284328659.0,22.118,11.311,7.623,155034.495,29934.768,14.045,7.2
35936474,KDTrey5,339115524.0,13.306,5.022,22.194,101420.529,34688.265,3.556,7.2
2715115656,JeremyRenner,172559808.0,20.062,3.875,2.237,96216.16,38856.84,3.725,7.4
75974281,SamuelLJackson,326481176.0,25.841,2.354,4.507,82280.822,23745.206,1.967,7.4
3327720838,brielarson,145603635.0,14.18,36.265,13.479,341882.039,381801.098,14.522,7.6
34507480,ArianaGrande,339541409.0,69.0,10.619,43.24,7008983.464,846356.179,37.964,7.6
47786101,RobertDowneyJr,334799272.0,6.871,3.543,3.423,345663.647,73534.294,1.609,7.6
162124540,gdb,301897311.0,8.529,4.614,20.253,1121.82,749.568,6.846,7.8
181561712,Harry_Styles,297510054.0,20.2,2.702,16.397,2682115.538,1441130.894,1.0,7.8
216939636,AndrewYNg,289945249.0,10.737,2.094,2.635,6346.255,8145.069,1.759,7.8
22938914,stevewoz,343726540.0,42.493,1.667,5.0,2481.192,1738.466,1.0,7.8
391037985,twhiddleston,261362354.0,13.394,5.569,16.8,65410.015,27516.284,2.455,7.8
68746721,fchollet,328776635.0,67.176,39.941,83.824,34599.471,190248.294,21.941,7.8
15705567,rafat,362279279.0,137.273,84.727,73.364,1842.909,75504.818,42.273,8.0
158487331,neymarjr,302756433.0,25.105,1.86,17.414,1146069.872,142378.756,2.973,8.0
22959763,jacindaardern,343717369.0,21.767,3.732,29.39,10144.215,1624.877,2.357,8.0
2806267256,NAFFLY,169437242.0,9.988,3.076,13.387,8691.598,554.463,1.15,8.0
2833268733,nitr0,166563676.0,30.574,5.519,24.241,37300.185,17325.333,3.8,8.0
3105133073,YNk,152954951.0,26.972,21.75,41.028,19061.694,37066.194,10.543,8.0
3220885052,fer,147912769.0,26.438,11.188,61.667,152998.667,16972.03,3.615,8.0
33836629,karpathy,339700245.0,18.35,5.597,16.825,6893.2,8261.1,2.016,8.0
398092540,realmikefox,260440379.0,6.271,2.726,7.062,7103.582,3101.516,1.571,8.0
84351228,timberners_lee,323771413.0,3.569,3.759,2.821,1335.321,7813.007,1.949,8.0
2363543587,shoxCSGO,186526229.0,31.632,9.649,15.632,20829.123,6149.789,3.755,8.0
3038925132,Twistzz,155236930.0,21.576,6.727,27.22,20147.678,12849.169,3.176,8.0
3351760203,G2NiKo,144325123.0,23.528,7.627,30.075,52400.352,3213.407,1.682,8.0
3382415499,coldzera,142729872.0,20.177,5.925,28.017,39208.935,1743.694,3.346,8.0
3644811674,Stewie,137101856.0,30.792,5.432,31.875,100017.5,8124.646,2.222,8.0
16409683,britneyspears,357880345.0,24.889,5.661,16.245,210556.446,60879.916,4.036,9.0
624056226,TomHolland1996,238829435.0,10.084,4.333,5.106,143394.034,46060.483,2.833,9.0
552121630,karengillan,245736677.0,21.94,9.81,6.841,88977.595,28768.488,5.903,9.2
117777690,jeremycorbyn,312797677.0,87.417,41.667,6.364,970651.083,339504.333,12.5,9.4
183310940,TheSlyStallone,297151379.0,24.868,4.111,5.455,32477.242,5793.648,1.0,9.4
213969309,LewisHamilton,290625091.0,21.073,3.25,3.286,409449.349,41490.0,2.0,9.4
259725229,ValaAfshar,280924111.0,577.333,479.333,25.0,361200.0,1136884.667,29.333,9.4
305694283,MargotRobbie,273567537.0,3.96,1.0,5.857,6750.215,1362.684,1.0,9.4
325830217,VP44,270694338.0,44.763,9.161,2.667,38740.0,19261.678,2.538,9.4
492399548,ZacEfron,250755820.0,11.788,7.083,4.286,151466.827,32105.49,2.448,9.4
103065157,David_Cameron,317018185.0,25.563,3.286,1.526,11296.864,7981.184,1.8,10.0
1708443876,summit1g,202265867.0,64.208,6.667,64.542,196939.375,14007.083,5.043,10.2
19968025,katecrawford,346331874.0,9.758,7.183,32.864,2643.939,12129.212,3.733,10.2
214413743,danielricciardo,290525036.0,15.12,4.06,6.0,28507.564,6827.2,2.5,10.2
2240432905,cilic_marin,193245757.0,5.477,4.18,5.32,2666.385,635.549,1.677,10.2
224223563,3gerardpique,288182357.0,18.048,5.029,3.689,96785.72,57446.632,4.348,10.2
225539878,MichaelPhelps,287896350.0,21.308,9.268,5.0,9987.054,5596.464,2.353,10.2
2401374210,AzharAli_,184597641.0,11.893,6.514,9.938,28419.354,4447.734,6.824,10.2
2538115178,vanessabayer,178431208.0,7.709,7.418,7.429,2012.732,11585.256,2.733,10.2
3131144855,BorisJohnson,152077451.0,56.308,23.605,5.2,423498.051,88059.308,4.676,10.2
932446861,JustineGreening,227690499.0,14.894,33.831,1.706,2257.894,7161.409,6.109,11.0
512700138,Madonna,249254523.0,42.289,1.643,1.182,173145.092,32798.539,1.167,11.2
326184301,Anna_Soubry,270639198.0,90.214,94.571,47.071,109622.143,154388.071,62.857,11.2
16939148,delbius,355191555.0,5.699,2.69,26.333,220.64,32847.58,2.061,11.4
178088940,ColinJost,298263129.0,16.286,6.632,12.044,2908.21,819.85,3.267,11.4
2271025438,neill_bob,190715082.0,20.812,71.906,8.625,1472.094,13531.188,20.156,11.4
243905905,LisaKudrow,283816006.0,7.733,10.264,8.544,3960.179,1373.974,1.5,11.4
2543588034,clattner_llvm,178192373.0,3.767,6.298,4.958,793.306,981.259,2.625,11.4
3333052551,hugo_larochelle,145346102.0,6.016,17.111,14.662,386.389,50477.542,4.235,11.4
4274372981,BryceDHoward,131542229.0,26.09,5.592,7.091,28209.104,10379.537,9.319,11.4
507672047,alo_oficial,249546263.0,32.941,23.84,7.12,124866.49,25625.431,6.039,11.4
532241033,LiamFox,247659144.0,28.85,49.2,5.81,4444.525,6692.325,7.921,11.4
805185025,BobBlackman,233125269.0,34.286,105.682,8.81,6652.773,47861.864,16.952,11.4
328576792,DrPhillipLee,270284809.0,18.613,10.149,8.182,5084.097,11377.108,9.235,11.4
426738834,Guaje7Villa,257152600.0,20.071,5.361,1.844,29606.717,10966.664,6.246,12.0
344801362,DavidLuiz_4,268040528.0,19.423,5.298,2.04,23994.302,11757.594,1.429,12.2
104249727,joejonas,316672260.0,33.265,10.984,4.649,348950.13,107777.391,3.745,12.4
1060487274,RepDougCollins,222689765.0,45.317,5.611,3.417,99220.381,36256.429,6.509,12.4
1209417007,SteveScalise,218440153.0,54.682,89.409,2.9,307744.591,183238.273,34.0,12.4
2353605901,GOPChairwoman,187077272.0,174.818,95.727,10.9,753171.545,462094.727,61.455,12.4
253340075,theJagmeetSingh,282090100.0,91.125,20.273,25.708,111470.167,23552.25,21.625,12.4
394581283,Torres,260894209.0,9.319,8.014,1.645,46769.473,21516.624,1.853,12.4
533085085,MesutOzil1088,247578429.0,18.644,1.167,2.871,537934.446,105510.624,4.848,12.4
963480595,MarkMeadows,226445950.0,42.225,34.775,6.045,354498.075,171414.675,18.462,12.4
176566242,zaynmalik,298605950.0,16.358,4.602,9.895,1332010.593,833547.724,5.5,12.6
2396677714,MoSalah,185628243.0,11.068,2.946,5.455,733098.727,63954.636,1.429,12.6
2750127259,RepLeeZeldin,171434053.0,53.841,16.886,4.214,172251.886,106543.886,11.571,12.6
365822838,missyfranklin,265153080.0,14.009,6.434,11.938,3665.848,31434.33,2.143,12.6
366592246,hazardeden10,265027409.0,9.843,5.896,3.93,36281.481,14503.704,1.25,12.6
368448364,JAdomian,264753950.0,16.471,128.588,42.882,10248.294,439282.588,41.824,12.6
543533194,21LVA,246613260.0,6.779,2.883,4.548,34280.139,6193.149,1.412,12.6
606211203,gianluigibuffon,240508684.0,16.556,26.274,2.591,34789.802,10760.703,1.312,12.6
932429090,MarceloM12,227690835.0,13.731,8.19,2.929,56199.084,21202.284,2.233,12.6
1085665639,CaroGarcia,221924535.0,12.917,11.013,3.132,4432.828,3082.717,3.765,12.8
17444309,joelgascoigne,353057851.0,9.692,7.605,63.275,1975.375,13439.2,3.971,12.8
187428929,simonhelberg,296245177.0,12.406,22.583,6.315,2305.822,54082.782,14.955,12.8
223165982,luchogarcia14,288431934.0,27.419,2.811,8.181,22257.616,7339.116,6.808,12.8
2244953047,pokimanelol,193003178.0,18.955,5.773,122.909,1328299.318,76740.636,1.429,12.8
2498274386,TimeaOfficial,179760110.0,13.403,5.803,6.338,2097.146,3592.5,4.681,12.8
2563909904,BelindaBencic,177397309.0,11.61,6.519,3.939,6987.078,4608.545,5.719,12.8
2678072634,blakelively,173758659.0,3.6,1.333,2.5,102950.375,17821.375,2.333,12.8
2797521996,DavidDavisMP,169829301.0,17.541,2.605,6.75,10881.557,3949.082,2.892,12.8
35348026,RyanLochte,339292553.0,21.519,7.062,8.574,9216.264,2984.236,1.077,12.8
377723724,JCrossover,263343847.0,159.733,34.071,24.6,355247.8,297588.267,111.267,12.8
4140881832,DrLupo,133223139.0,113.182,13.182,168.818,361257.909,79209.455,7.636,12.8
611986351,KimDotcom,239944589.0,57.871,28.871,31.824,45610.0,144751.548,16.1,12.8
63770845,MattBesser,330333031.0,15.517,6.991,6.25,689.672,367.869,4.785,12.8
830685463,KikiMladenovic,232036562.0,21.0,25.952,3.188,9462.621,4941.212,3.852,12.8
91798218,robbeckettcomic,321096893.0,35.289,15.127,23.0,16965.052,20967.638,12.35,12.8
2602158362,Simona_Halep,175580221.0,8.328,1.167,3.214,35289.606,2378.985,3.333,12.8
481461757,AngeliqueKerber,251784595.0,9.651,8.485,2.842,8323.136,1962.673,1.645,12.8
533202479,Petra_Kvitova,247569114.0,20.514,2.677,6.425,16428.865,1432.189,3.063,12.8
802295798,NastiaPav,233237158.0,20.094,9.366,6.344,1630.041,801.753,6.507,12.8
104615636,BBCRoryCJ,316577709.0,20.05,3.489,8.51,187.991,1328.955,1.321,13.0
107512859,joshduhamel,315804470.0,23.011,10.19,2.824,7903.24,3232.823,9.419,13.0
1112722104,EvangelineLilly,221105133.0,27.86,6.614,25.686,17106.0,23207.614,2.222,13.0
1130156892,HappyElishas,220558126.0,9.716,6.974,9.694,792.34,38282.138,2.636,13.0
160952087,NicolaSturgeon,302171658.0,53.4,90.15,18.55,469648.65,115216.45,40.6,13.0
233386754,missmorenab,285973226.0,19.455,5.991,4.365,25576.379,9790.613,3.138,13.0
258896042,dan_aykroyd,281077456.0,5.674,2.167,1.8,1093.12,607.207,1.0,13.0
26090319,KeshaRose,342154323.0,31.011,3.018,5.727,84004.527,19963.429,2.793,13.0
309133460,ECavaniOfficial,273053316.0,18.239,1.629,3.375,51223.322,6580.278,2.5,13.0
